"ReID","EQID","EvLat [°]","EvLon [°]","EvDepth [km]","Sta","StaLat [°]","StaLon [°]","Year","Month","Day","Hour","Min","Sec","Mag [Mw]","TectEnvi","Vs30 [m/s]","TypeVs30","EpiDist [km]","HypDist [km]","RupDist [km]","RupDist_PubliPlane [km]","RupDist_CMT [km]","RupDist_CSN [km]","Azimut [°]","Comp","Freq LowCut [Hz]","Freq HighCut [Hz]","PGA [cm/sec2]","PGV [cm/sec2]","Sa0.01 [cm/sec2]","Sa0.015 [cm/sec2]","Sa0.02 [cm/sec2]","Sa0.025 [cm/sec2]","Sa0.03 [cm/sec2]","Sa0.035 [cm/sec2]","Sa0.04 [cm/sec2]","Sa0.045 [cm/sec2]","Sa0.05 [cm/sec2]","Sa0.055 [cm/sec2]","Sa0.06 [cm/sec2]","Sa0.065 [cm/sec2]","Sa0.07 [cm/sec2]","Sa0.075 [cm/sec2]","Sa0.08 [cm/sec2]","Sa0.085 [cm/sec2]","Sa0.09 [cm/sec2]","Sa0.1 [cm/sec2]","Sa0.15 [cm/sec2]","Sa0.2 [cm/sec2]","Sa0.25 [cm/sec2]","Sa0.3 [cm/sec2]","Sa0.35 [cm/sec2]","Sa0.4 [cm/sec2]","Sa0.45 [cm/sec2]","Sa0.5 [cm/sec2]","Sa0.55 [cm/sec2]","Sa0.6 [cm/sec2]","Sa0.65 [cm/sec2]","Sa0.7 [cm/sec2]","Sa0.75 [cm/sec2]","Sa0.8 [cm/sec2]","Sa0.85 [cm/sec2]","Sa0.9 [cm/sec2]","Sa1 [cm/sec2]","Sa1.5 [cm/sec2]","Sa2 [cm/sec2]","Sa2.5 [cm/sec2]","Sa3 [cm/sec2]","Sa3.5 [cm/sec2]","Sa4 [cm/sec2]","Sa4.5 [cm/sec2]","Sa5 [cm/sec2]","Sa5.5 [cm/sec2]","Sa6 [cm/sec2]","Sa6.5 [cm/sec2]","Sa7 [cm/sec2]","Sa7.5 [cm/sec2]","Sa8 [cm/sec2]","Sa8.5 [cm/sec2]","Sa9 [cm/sec2]","Sa10 [cm/sec2]","AriasIntensity [m/s]","TotalDuration [sec]","SignificantDuration [sec]","BracketedDuration [sec]",
"71829","50435","-20.045","-71.013","45.2","PB12","-18.61406","-70.32809","2014","4","4","9","38","56","5.2","interface","599","3","173.9828705","179.7583913","183.92","-","183.92","176.14","24.5499469","NS","0.02","40","0.332938129","0.047166258","0.332896299","0.333850523","0.332946206","0.335984616","0.341268952","0.360528988","0.351610737","0.368750095","0.348576494","0.347303587","0.349335661","0.375969313","0.395237951","0.401899126","0.393132452","0.467212016","0.544456859","0.503444262","0.493786287","0.656012205","0.603047489","0.744476823","0.743191191","1.041346299","1.157053836","1.07722819","1.071251235","1.196568269","1.113210461","0.792019902","0.711573451","0.722206977","0.608217612","0.570823634","0.407935005","0.445671298","0.286775766","0.325930861","0.171649803","0.128561877","0.080710159","0.084644923","0.073540577","0.056208916","0.039348112","0.034057683","0.029320643","0.026913431","0.02469335","0.022466911","0.020420069","0.016926489","0.000331957","182.88","47.95","0",
"71829","50435","-20.045","-71.013","45.2","PB12","-18.61406","-70.32809","2014","4","4","9","38","56","5.2","interface","599","3","173.9828705","179.7583913","183.92","-","183.92","176.14","24.5499469","EW","0.02","40","0.321245119","0.029589634","0.321225043","0.317107799","0.321253769","0.321483542","0.337140491","0.354094985","0.344698603","0.35480469","0.374110289","0.351400094","0.354847368","0.365192382","0.400373073","0.437870781","0.405915666","0.400690964","0.381132273","0.447965798","0.623303088","0.58311227","0.582143181","0.688969456","1.068676724","1.240536577","1.057296822","1.311826485","1.302516444","0.963267382","1.069206989","1.302600036","1.037280453","0.824179254","0.699567947","0.676955152","0.485715071","0.167354396","0.116545873","0.1447811","0.069695905","0.056473823","0.063883278","0.067541778","0.058663474","0.042195618","0.028419247","0.019015837","0.015040113","0.014833199","0.014866293","0.013772428","0.014218837","0.012232729","0.000421286","182.88","44.1","0",
"71829","50435","-20.045","-71.013","45.2","PB12","-18.61406","-70.32809","2014","4","4","9","38","56","5.2","interface","599","3","173.9828705","179.7583913","183.92","-","183.92","176.14","24.5499469","Z","0.038326911","40","0.288088167","0.023873912","0.288079416","0.288001937","0.28808773","0.289642303","0.294133418","0.295770435","0.310946461","0.31927399","0.3481948","0.332406112","0.336515098","0.345156488","0.334420609","0.340774883","0.308995042","0.351061311","0.370360793","0.359557989","0.502860358","0.414540386","0.396519466","0.537325876","0.555740836","0.615839744","0.5552855","0.574492019","0.769671635","0.632759569","0.541704529","0.56432441","0.552747852","0.445729033","0.487700251","0.526369892","0.442840974","0.160667607","0.126487388","0.082012247","0.06913436","0.062173496","0.032966514","0.024428422","0.019251818","0.012193543","0.011727129","0.011792432","0.01244814","0.011048206","0.009784373","0.011107092","0.012443637","0.012636438","0.000161926","182.88","58.33","0",
"71830","50435","-20.045","-71.013","45.2","PSGCX","-19.59717","-70.12305","2014","4","4","9","38","56","5.2","interface","569","3","105.5960096","114.863211","129.8","-","129.8","111.105","62.15069513","NS","0.02","40","0.713093494","0.090534033","0.713066234","0.711065596","0.71309431","0.72446485","0.732006928","0.745630884","0.78744707","0.801801026","0.737570556","0.750772705","0.770957564","0.773127016","0.896876576","0.984696336","0.933787906","0.913694084","0.78946904","0.934527986","1.688462175","1.258547365","1.096013299","1.310134855","1.191705578","1.314549064","1.382580513","1.135798341","1.259855029","1.221799423","1.279881957","1.481702647","1.633766236","1.65829895","1.776397187","1.892365587","1.99965916","0.723432509","0.40165262","0.254004496","0.200562616","0.157733584","0.106103521","0.061629311","0.038431438","0.037171603","0.036834018","0.040400611","0.040917383","0.034065393","0.026303709","0.022972043","0.023083629","0.024283058","0.000943897","167.82","38.05","0",
"71830","50435","-20.045","-71.013","45.2","PSGCX","-19.59717","-70.12305","2014","4","4","9","38","56","5.2","interface","569","3","105.5960096","114.863211","129.8","-","129.8","111.105","62.15069513","EW","0.02","40","0.522700108","0.061157466","0.52266294","0.517901747","0.522704492","0.525370829","0.539327116","0.53676947","0.535777265","0.566289043","0.577331929","0.66546428","0.751431746","0.713706725","0.78439908","0.786455382","0.667428541","0.68652467","0.761939591","0.858053802","0.938991793","1.095118175","1.103670706","0.817185187","1.077713061","1.165809321","1.279633372","1.429177564","1.413064247","1.822410092","1.798680425","1.525558872","1.083378531","1.297730176","1.546236463","1.121948391","0.939672417","0.334417634","0.270721597","0.25489011","0.112489724","0.107239767","0.072533562","0.048947812","0.036430334","0.032845073","0.029958288","0.029308783","0.022292721","0.019624461","0.018044227","0.015950486","0.013640867","0.009322739","0.000818608","167.82","32.59","0",
"71830","50435","-20.045","-71.013","45.2","PSGCX","-19.59717","-70.12305","2014","4","4","9","38","56","5.2","interface","569","3","105.5960096","114.863211","129.8","-","129.8","111.105","62.15069513","Z","0.02","40","0.791355966","0.077698461","0.791315817","0.787431472","0.791370552","0.791550359","0.808127416","0.789897969","0.826669284","0.842986841","0.877936884","0.809960814","0.854193446","0.857401094","0.946171739","0.964435943","1.028561415","1.140984106","1.145562106","1.005578017","0.864437096","1.078375408","1.720846741","1.236391188","1.134859805","1.237656084","1.799579822","1.485173567","1.248871108","1.628586143","1.531672281","1.47844989","1.413586926","1.362793304","1.319177122","1.444733777","1.673212338","0.651485405","0.363066037","0.219118579","0.189096553","0.10347042","0.080764356","0.054641043","0.040022593","0.040196483","0.037685514","0.034802585","0.036672514","0.035811896","0.033791865","0.034725534","0.032639623","0.026876754","0.000781178","167.82","37.76","0",
"71831","50435","-20.045","-71.013","45.2","TA01","-20.5656","-70.1807","2014","4","4","9","38","56","5.2","interface","566","3","104.2988438","113.6718471","128.76","-","128.76","110.35","123.6886796","NS","0.02","40","0.824101233","0.057016382","0.824311109","0.808904839","0.824146323","0.82859379","0.862685589","0.868523354","0.903371489","0.955280424","0.98396275","1.047179442","1.225709279","1.292628389","1.403974288","1.356135849","1.386444238","1.510611895","1.488723847","1.719866721","1.396375848","1.501968776","1.657825234","1.549885946","1.443206836","1.524703121","1.882288097","1.686344235","1.543269414","1.58641784","1.493121651","1.205856928","1.039329432","1.049867879","0.775174555","0.764392115","0.768580621","0.523749921","0.24642174","0.217685663","0.126022444","0.0906752","0.057232486","0.047336376","0.037896827","0.033418626","0.039376932","0.041711443","0.037071218","0.029937251","0.022506354","0.019232916","0.018655924","0.018576928","0.001071775","147.41","34.6","0",
"71831","50435","-20.045","-71.013","45.2","TA01","-20.5656","-70.1807","2014","4","4","9","38","56","5.2","interface","566","3","104.2988438","113.6718471","128.76","-","128.76","110.35","123.6886796","EW","0.02","40","0.961782709","0.13941567","0.96172277","0.952976139","0.961812101","0.966044064","0.983178126","0.994861775","1.020155113","1.002142519","1.023039025","0.966912089","1.050967897","1.085769141","1.224538071","1.110004909","1.166143978","1.05660737","1.078302745","1.256735781","2.409006609","2.398692552","2.612959479","2.292643945","2.029634244","2.332356587","2.520233392","2.507725071","2.560110994","1.899671911","1.651116872","1.600007813","1.517473018","1.374358759","1.114479171","0.997675523","1.184991479","0.963280543","0.755936547","0.495911678","0.277620248","0.186614854","0.148938761","0.109861304","0.082738879","0.063640141","0.051715184","0.044679193","0.039980606","0.035718004","0.031224951","0.026667788","0.022387556","0.017087817","0.001648078","147.41","24.42","0",
"71831","50435","-20.045","-71.013","45.2","TA01","-20.5656","-70.1807","2014","4","4","9","38","56","5.2","interface","566","3","104.2988438","113.6718471","128.76","-","128.76","110.35","123.6886796","Z","0.02","40","0.611349251","0.10740286","0.611364685","0.611899345","0.611361521","0.615238413","0.625339964","0.644455435","0.658665172","0.624861497","0.680087697","0.796080214","0.818517721","0.929958385","0.939020726","0.911111433","0.880196694","1.075382696","0.963337223","0.87549694","0.925246447","1.273422568","1.642327904","1.217289627","1.378138184","1.864816402","1.82827343","1.111151979","1.252295155","1.317184677","1.567576436","1.454675094","1.270242821","1.46661045","1.517942911","1.294449271","1.660014156","1.031450188","0.446670557","0.402193109","0.169252041","0.12895558","0.141156299","0.078464191","0.060017746","0.043111568","0.034785845","0.028517301","0.020550628","0.01925107","0.020745213","0.020231516","0.019189801","0.013634381","0.001170673","147.41","33.13","0",
"71832","50436","-31.476","-70.639","106.3","CO01","-29.9773","-70.0939","2014","4","4","9","52","7","5.4","inslab","1025","3","174.1612001","204.0387552","202.84","-","202.84","201.5","17.58320157","NS","0.047169282","40","3.130562834","0.062597669","3.132775145","2.83014245","3.131627409","3.289761252","3.825241924","4.249489717","3.963730948","5.397115792","8.460425728","8.149305789","9.215252842","7.569259976","5.367040346","6.258475334","7.094129169","7.685069672","7.636291809","8.606570107","6.287772164","3.102823332","3.545018681","1.818521809","1.544751155","0.871990775","0.683838637","0.63069431","0.757279168","0.612122436","0.455427705","0.368044957","0.32627904","0.377475453","0.370147008","0.3837576","0.341793935","0.183333219","0.144812375","0.165061825","0.107737019","0.074805125","0.051115236","0.039672955","0.03145617","0.02546254","0.021254471","0.019309241","0.017869582","0.015778544","0.013447801","0.011410358","0.010221613","0.008513157","0.011474282","169.33","39.39","0",
"71832","50436","-31.476","-70.639","106.3","CO01","-29.9773","-70.0939","2014","4","4","9","52","7","5.4","inslab","1025","3","174.1612001","204.0387552","202.84","-","202.84","201.5","17.58320157","EW","0.064068304","40","2.050881183","0.064615257","2.052953389","1.913688585","2.051319492","2.221385552","2.446190278","2.99216669","3.18506322","3.888257861","4.372443543","5.244090935","5.052202585","5.274442648","6.698331189","8.467009505","8.158067989","6.924960981","7.938616474","7.627919175","5.275864277","2.985782131","2.057166763","2.782668153","3.972798945","2.194138705","1.53670579","1.487388639","1.22549542","0.900203814","0.629336361","0.40572054","0.338044871","0.28612016","0.257032086","0.231690225","0.148218821","0.138951712","0.103012071","0.10547856","0.097161738","0.077715722","0.062027086","0.046105754","0.036600063","0.027574681","0.02371945","0.02070956","0.017292294","0.014206365","0.012423452","0.011762234","0.011345576","0.009114035","0.009544865","169.33","44.6","0",
"71832","50436","-31.476","-70.639","106.3","CO01","-29.9773","-70.0939","2014","4","4","9","52","7","5.4","inslab","1025","3","174.1612001","204.0387552","202.84","-","202.84","201.5","17.58320157","Z","0.056082576","40","2.12212305","0.045250113","2.123708457","2.090764047","2.122495661","2.146076614","2.510304611","2.89461351","3.496049021","4.353707524","5.407871087","5.28522003","5.957882929","4.502050186","5.938132541","6.596921004","5.341260891","5.100503259","6.092183325","6.080256274","6.381388841","2.857511733","2.077610266","1.011448274","1.399105494","1.261692352","1.042243121","0.760199599","0.579139185","0.461493022","0.287211486","0.256926556","0.230630081","0.221841981","0.187014395","0.187052187","0.179200447","0.085233474","0.112928549","0.107979359","0.070004319","0.057113537","0.046941485","0.035016964","0.029665955","0.02522062","0.021170854","0.016502879","0.014134425","0.012953122","0.01222431","0.011153156","0.009676051","0.007052406","0.008396632","169.33","50.93","0",
"71833","50436","-31.476","-70.639","106.3","DG01","-33.4563","-70.6624","2014","4","4","9","52","7","5.4","inslab","298","3","219.6164781","243.9899331","247.8","-","247.8","240.64","180.5676835","NS","0.087669181","40","1.335362541","0.050705284","1.335758209","1.294180773","1.335548522","1.335395706","1.553489734","1.643252013","2.270457452","1.915399866","2.242983657","2.212702895","2.6551082","3.161808211","4.463110049","4.357328615","4.61231628","4.043424869","4.165722584","4.067539304","4.536409913","3.857286902","2.380431925","2.937018639","1.67316418","1.590018448","1.609009621","1.25018596","1.110254611","1.046518268","0.674972089","0.635829257","0.727475277","0.630579442","0.460326157","0.444029909","0.334326866","0.145381636","0.124740144","0.131926725","0.090548394","0.079792237","0.057819716","0.046979035","0.035824352","0.027257635","0.022117027","0.020716731","0.01889631","0.016300722","0.014119506","0.012509132","0.011119751","-","0.006377757","174.02","46.19","0",
"71833","50436","-31.476","-70.639","106.3","DG01","-33.4563","-70.6624","2014","4","4","9","52","7","5.4","inslab","298","3","219.6164781","243.9899331","247.8","-","247.8","240.64","180.5676835","EW","0.052350691","40","1.22571048","0.038056119","1.226152953","1.242018335","1.225802244","1.275054527","1.358236253","1.993056526","2.202439069","2.016851869","2.171062541","2.276099594","2.379670895","2.939337499","3.001739786","3.390796678","3.220300839","3.788793945","3.741642534","3.692084438","4.666201122","2.82721501","1.720567251","1.722396987","2.218114353","1.975374708","1.177090081","1.13915432","1.12239668","0.764031636","0.747100162","0.644039472","0.636878383","0.748391197","0.59747751","0.39921712","0.318503717","0.131057162","0.100278587","0.092729431","0.058185487","0.054070049","0.052249639","0.031487595","0.026813474","0.017076343","0.012520025","0.009067902","0.00793345","0.007248663","0.006205891","0.005872876","0.005140245","0.004365181","0.004783863","174.02","49.64","0",
"71833","50436","-31.476","-70.639","106.3","DG01","-33.4563","-70.6624","2014","4","4","9","52","7","5.4","inslab","298","3","219.6164781","243.9899331","247.8","-","247.8","240.64","180.5676835","Z","0.105514788","40","1.234627294","0.037066269","1.235341532","1.203625111","1.234956475","1.316949101","1.312405298","1.719706187","1.949867413","1.816934487","1.806763733","1.697331309","1.71295557","2.164394093","2.272327649","1.892116228","2.123314356","2.935601649","3.201208659","4.796593936","3.172681255","1.97774828","2.018234693","1.446062009","2.055985162","1.910245571","0.881765614","0.942206978","0.886960976","0.677634918","0.52530119","0.478018242","0.514676128","0.515775346","0.389982303","0.299731516","0.205419112","0.121778997","0.072337652","0.060747117","0.040033485","0.040646317","0.033388427","0.024260054","0.019437275","0.012771758","0.010686542","0.00900092","0.007008519","0.006435157","-","-","-","-","0.003971438","174.02","56.24","0",
"71834","50436","-31.476","-70.639","106.3","FAR1","-33.3377","-70.2994","2014","4","4","9","52","7","5.4","inslab","681","3","208.9081041","234.3977089","237.465","-","237.465","231.535","171.2941295","NS","0.023875509","40","2.621299823","0.103984865","2.62191019","2.543535168","2.621474325","2.682898733","2.773388474","2.996112736","2.930525812","2.822206896","3.06200618","3.477567883","4.057281147","3.937599135","4.538352583","4.582141526","5.32266663","5.643464372","7.334909821","8.560103575","11.40492928","9.53303357","7.726432698","4.149411451","3.107409552","2.504680921","1.857523821","1.415239572","1.247837717","0.971069373","0.710615588","0.788154501","0.932412308","0.836266479","0.655311325","0.499150028","0.331038173","0.167520249","0.140286168","0.111528195","0.104746044","0.091189153","0.076999324","0.061996071","0.055491559","0.047626876","0.037724464","0.029772137","0.025288487","0.021638215","0.018502684","0.016076251","0.01421055","0.011324837","0.019270581","164.33","53.47","0",
"71834","50436","-31.476","-70.639","106.3","FAR1","-33.3377","-70.2994","2014","4","4","9","52","7","5.4","inslab","681","3","208.9081041","234.3977089","237.465","-","237.465","231.535","171.2941295","EW","0.02","40","2.748955044","0.072874222","2.749810899","2.670382171","2.748942547","2.779014239","3.106333194","3.287545709","3.685345365","4.271360625","4.964436491","6.671131114","6.503102409","6.313870101","6.683790258","5.875199326","6.559552141","6.147555392","5.983347266","7.824985579","12.99752828","9.565727508","4.927570494","3.145731141","2.850390201","1.744144169","1.919893668","1.442750401","1.234215275","1.046412728","0.908107455","0.547229445","0.509597834","0.551664989","0.532908617","0.384747357","0.291635619","0.118605729","0.082624911","0.054523672","0.050476369","0.058330882","0.045327275","0.034354311","0.026248041","0.018399286","0.017877229","0.015392705","0.013440701","0.013228647","0.012277753","0.010637234","0.009215282","0.007618772","0.018994273","164.33","49.78","0",
"71834","50436","-31.476","-70.639","106.3","FAR1","-33.3377","-70.2994","2014","4","4","9","52","7","5.4","inslab","681","3","208.9081041","234.3977089","237.465","-","237.465","231.535","171.2941295","Z","0.026166299","40","1.534173028","0.047891771","1.535025952","1.492850521","1.534292377","1.583218632","1.583581067","1.812210313","1.786022349","2.204572011","2.194220983","2.326549699","2.789024098","2.767444684","2.761290995","3.835718915","3.829190447","4.333566677","5.065594214","4.658588487","3.264199063","3.814848203","2.597969405","1.676545209","1.721705405","1.227424526","1.298182284","1.452829139","1.76574294","1.101863355","0.909485247","0.821447843","0.660343602","0.561709387","0.39425096","0.370921929","0.33029426","0.135031423","0.141750471","0.092500571","0.063043505","0.048134075","0.038595111","0.026524449","0.0232151","0.017664958","0.016905493","0.013259987","0.010575969","0.009511279","0.008356947","0.006901979","0.005736995","0.004357284","0.00527984","164.33","50.32","0",
"71835","50436","-31.476","-70.639","106.3","GO04","-30.1727","-70.7993","2014","4","4","9","52","7","5.4","inslab","405","3","145.3039228","180.0358852","182.365","-","182.365","177.675","353.8997463","NS","0.160887996","35","8.568753458","0.427955144","8.571020922","8.315425745","8.569803576","8.778854234","9.08198538","9.468978413","9.707086144","12.3084561","12.04033775","13.47030092","18.08194517","19.75942052","18.54791209","15.29771272","16.9759146","17.44398297","21.05259443","26.4374721","20.36505348","22.36316788","17.20748862","18.12219632","32.11753339","30.91843373","30.71883711","15.53355113","11.88076274","7.712752825","6.280478871","4.541230033","3.830031499","3.400224228","2.695166533","2.079218514","1.513795406","0.646366973","0.560684096","0.487789005","0.29809678","0.228206414","0.174309282","0.13164485","-","-","-","-","-","-","-","-","-","-","0.180896799","163","37.15","0",
"71835","50436","-31.476","-70.639","106.3","GO04","-30.1727","-70.7993","2014","4","4","9","52","7","5.4","inslab","405","3","145.3039228","180.0358852","182.365","-","182.365","177.675","353.8997463","EW","0.111326496","35","11.59934381","0.542947","11.60111104","11.43053735","11.60003255","11.7551194","11.98387731","12.0854427","12.37178909","12.9041635","11.94219322","15.37261953","14.70153128","15.0752932","13.42696882","14.95986836","16.57497531","20.99643942","24.39384483","35.00902237","23.88779696","23.75362963","15.08371837","14.9265417","17.16520755","28.73371024","23.22563128","21.10476544","17.48450861","13.8615757","10.37454443","7.721544886","6.879573244","5.23605429","3.785818412","2.953322023","2.125634031","0.818694068","0.658250066","0.605962836","0.394117108","0.239293598","0.189254058","0.127462868","0.096982558","0.081114965","0.074833008","0.070185049","0.063621043","-","-","-","-","-","0.173816412","163","39.38","0",
"71835","50436","-31.476","-70.639","106.3","GO04","-30.1727","-70.7993","2014","4","4","9","52","7","5.4","inslab","405","3","145.3039228","180.0358852","182.365","-","182.365","177.675","353.8997463","Z","0.02","35","6.595619627","0.171342467","6.597737883","6.196676968","6.597199507","6.951438313","7.619526334","6.940560525","8.754325098","12.37961147","15.40908214","13.70516463","11.70053301","9.203118414","9.581623798","9.238084512","10.47233329","10.70985987","14.94154813","20.247143","12.26226593","14.26258981","10.00801904","6.604960021","5.209019933","6.04028057","5.783520852","4.038079082","3.222371489","3.132561303","1.823534595","1.367141457","1.190523069","0.930448337","0.737294916","0.596128556","0.459282146","0.285261532","0.187750235","0.176641004","0.099724591","0.078913321","0.072101581","0.046614108","0.039761989","0.032036058","0.02840829","0.02690874","0.024524835","0.022247588","0.020790168","0.019447149","0.017836783","0.014876502","0.062555701","163","46.52","0",
"71836","50436","-31.476","-70.639","106.3","LMEL","-33.8476","-70.2034","2014","4","4","9","52","7","5.4","inslab","808","3","266.1613887","286.603515","288.895","-","288.895","283.8","171.2855941","NS","0.02","35","2.106400978","0.059353797","2.106864208","2.069006622","2.106538108","2.147293473","2.239544961","2.481267191","2.562554532","2.868612203","3.779887455","4.243859698","4.481005002","4.615902459","5.576406248","5.807657263","8.328428133","8.080193863","8.94078523","8.074232597","10.46283563","4.18780551","2.414051583","1.925897711","1.359717239","1.131887962","0.984661356","0.950763767","0.79954055","0.759983378","0.656592093","0.606873426","0.483693218","0.407676405","0.383830468","0.309272001","0.277663743","0.105972503","0.122184857","0.073794822","0.052653797","0.043537561","0.037765035","0.033571373","0.026406477","0.0232432","0.020962199","0.017776092","0.015331522","0.014045192","0.013014601","0.011951314","0.010886348","0.008853039","0.015694492","154.5","53.65","0",
"71836","50436","-31.476","-70.639","106.3","LMEL","-33.8476","-70.2034","2014","4","4","9","52","7","5.4","inslab","808","3","266.1613887","286.603515","288.895","-","288.895","283.8","171.2855941","EW","0.02","35","3.414382775","0.079779715","3.41562384","3.349352054","3.41473991","3.490180771","3.53303471","3.692719279","3.966703253","4.222721674","4.60253187","4.343169257","5.135549435","5.326252748","5.684852628","7.726831786","9.082701479","9.399297361","8.730235322","8.752223233","13.61114646","6.012046719","3.454043283","2.311470469","2.030234368","1.729292087","1.168473423","0.927783599","0.909893691","0.567906159","0.409700079","0.388262086","0.386645228","0.365045019","0.379301905","0.317410371","0.235630393","0.098607264","0.119816497","0.083463991","0.064052818","0.034991227","0.027811637","0.023197974","0.021927682","0.018861612","0.016313727","0.013986135","0.012742256","0.011304543","0.009687852","0.008538138","0.007689282","0.006379085","0.028596642","154.5","48.75","0",
"71836","50436","-31.476","-70.639","106.3","LMEL","-33.8476","-70.2034","2014","4","4","9","52","7","5.4","inslab","808","3","266.1613887","286.603515","288.895","-","288.895","283.8","171.2855941","Z","0.025552084","35","1.795733236","0.036849656","1.796553889","1.737274996","1.796010413","1.866141344","1.945661211","1.931876516","2.097480182","2.192575109","2.406187757","3.032140807","2.987454776","3.655322671","4.321464868","5.75601612","6.756279219","4.846304117","5.741800526","6.460774272","5.491254397","2.537034968","1.863119036","1.227961863","1.005111013","0.973134962","0.638250181","0.560465261","0.380489617","0.34970601","0.390991351","0.354353142","0.344872289","0.336890395","0.338348949","0.328813092","0.173570273","0.068775399","0.062071779","0.042434045","0.048368133","0.038441379","0.029155635","0.02234389","0.017077866","0.013578515","0.013142529","0.010410226","0.008570386","0.007155693","0.005804174","0.004894126","0.004505386","0.003706689","0.00875637","154.5","57.94","0",
"71837","50436","-31.476","-70.639","106.3","ME03","-33.4936","-70.5102","2014","4","4","9","52","7","5.4","inslab","537","1","224.0697223","248.0059081","251.38","-","251.38","244.78","176.9372971","NS","0.123419152","35","6.405281245","0.155296098","6.406671771","6.323944649","6.405752163","6.50567343","6.570758629","6.663400377","6.883955265","8.174360598","7.695558922","8.128526841","10.0245556","10.80133724","10.77345153","10.90367381","12.2036082","13.43519817","14.02516293","17.69475351","20.57766653","18.32651915","10.47206662","6.136913671","5.532278595","3.275102473","3.377317269","2.071794879","1.882802092","2.347887238","1.51399498","0.969770119","0.706877243","0.767089325","0.801700475","0.685400155","0.494550297","0.220068878","0.158328273","0.111955442","0.097143955","0.085879746","0.076967372","0.054661289","0.048723408","0.041762463","0.038703133","-","-","-","-","-","-","-","0.075823141","173.9","54.56","0",
"71837","50436","-31.476","-70.639","106.3","ME03","-33.4936","-70.5102","2014","4","4","9","52","7","5.4","inslab","537","1","224.0697223","248.0059081","251.38","-","251.38","244.78","176.9372971","EW","0.134631114","35","5.571757501","0.201422089","5.572971118","5.530900215","5.571986533","5.603638623","5.640987903","5.844004493","6.221593944","6.919537791","7.367439916","7.477017275","7.6332439","8.24123316","9.497135944","9.710361265","10.13669147","11.5409973","12.79970962","12.10246598","23.76327554","19.54362567","10.61879379","8.642055439","10.41919503","6.70413571","4.551435315","2.810292141","2.519205642","2.011412082","1.262705504","1.039709828","1.081695402","1.03058418","0.780715406","0.606344222","0.515684421","0.259592569","0.165112294","0.182076124","0.116271061","0.075810505","0.053360252","0.037362101","0.03047757","0.026623279","-","-","-","-","-","-","-","-","0.075132518","173.9","43.27","0",
"71837","50436","-31.476","-70.639","106.3","ME03","-33.4936","-70.5102","2014","4","4","9","52","7","5.4","inslab","537","1","224.0697223","248.0059081","251.38","-","251.38","244.78","176.9372971","Z","0.152027021","35","2.790230449","0.054291324","2.792246757","2.679075458","2.790622834","2.853705556","3.04611126","3.162254691","3.437533503","3.614590576","4.203293202","4.517856486","5.362470347","5.855308477","7.064868335","7.278661515","7.116420378","6.696756573","8.187511718","8.789472636","6.761705128","5.980067244","5.212098043","2.808986197","2.429230992","1.705204423","1.444584334","0.990276142","1.00024868","0.846723263","0.674504021","0.672243048","0.498230229","0.520039187","0.374814244","0.338634349","0.264341896","0.117304612","0.091314474","0.062167859","0.06743317","0.06186649","0.035019453","0.035639558","0.022215543","-","-","-","-","-","-","-","-","-","0.022598446","173.9","55.41","0",
"71838","50436","-31.476","-70.639","106.3","ME05","-33.3919","-70.7381","2014","4","4","9","52","7","5.4","inslab","505","3","212.6670008","237.7539552","241.875","-","241.875","234.355","182.485267","NS","0.02","35","3.6241024","0.2226724","3.623947928","3.583628652","3.624290366","3.677919956","3.67422267","3.738860025","3.830207982","3.680631331","4.339767789","4.431037726","4.440632531","4.867038602","5.127645202","6.152503313","6.390634298","6.692498871","6.186035295","7.801581271","11.11865724","12.00226035","11.68662036","14.19737776","13.60423516","7.832284766","3.334042067","2.712080612","2.317976528","1.915578747","1.338605372","1.14982618","1.013256618","0.930124066","0.684690403","0.685061032","0.58204863","0.245722881","0.265197822","0.150757245","0.107645682","0.104007069","0.100413536","0.071137276","0.066062176","0.066156978","0.052946471","0.051769486","0.060546571","0.064154005","0.058435411","0.050948771","0.051012352","0.043635753","0.031563621","179.8","48.13","0",
"71838","50436","-31.476","-70.639","106.3","ME05","-33.3919","-70.7381","2014","4","4","9","52","7","5.4","inslab","505","3","212.6670008","237.7539552","241.875","-","241.875","234.355","182.485267","EW","0.02","35","2.959340371","0.206908545","2.959661588","2.936467546","2.959438369","2.974798243","3.152568686","3.132758185","3.283264703","3.823807655","3.887223026","3.542511924","4.049470513","4.207031389","4.978897792","5.629670339","5.947343535","6.27005255","6.649837809","7.156045282","11.26576183","10.82108566","9.933600571","7.780088874","8.905131053","6.328144836","4.150748408","2.471936509","1.864020721","1.661105599","1.471886443","1.16745537","0.82810577","0.89872177","0.666403511","0.571164632","0.587333117","0.293022269","0.186218997","0.182563305","0.143961659","0.108693362","0.072442511","0.071070027","0.059188925","0.054716154","0.047047407","0.045486883","0.051367548","0.060035272","0.057178677","0.050349803","0.050784933","0.037512825","0.02430791","179.8","51.12","0",
